DX_CLASS,ICD9_CD_NODOT,ICD9_CD,ICD10_CD_NODOT,ICD10_CD,ICD9_LDESC,ICD10_LDESC,LIST,sort
Possibly Self-Inflicted Injury,E9809,E98.09,T563X4A,T56.3X4A,"Poisoning by other and unspecified solid and liquid substances, undetermined whether accidentally or purposely inflicted","Toxic effect of cadmium and its compounds, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9809,E98.09,T564X4A,T56.4X4A,"Poisoning by other and unspecified solid and liquid substances, undetermined whether accidentally or purposely inflicted","Toxic effect of copper and its compounds, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9809,E98.09,T565X4A,T56.5X4A,"Poisoning by other and unspecified solid and liquid substances, undetermined whether accidentally or purposely inflicted","Toxic effect of zinc and its compounds, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9809,E98.09,T566X4A,T56.6X4A,"Poisoning by other and unspecified solid and liquid substances, undetermined whether accidentally or purposely inflicted","Toxic effect of tin and its compounds, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9809,E98.09,T567X4A,T56.7X4A,"Poisoning by other and unspecified solid and liquid substances, undetermined whether accidentally or purposely inflicted","Toxic effect of beryllium and its compounds, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9809,E98.09,T56814A,T56.814A,"Poisoning by other and unspecified solid and liquid substances, undetermined whether accidentally or purposely inflicted","Toxic effect of thallium, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9809,E98.09,T56894A,T56.894A,"Poisoning by other and unspecified solid and liquid substances, undetermined whether accidentally or purposely inflicted","Toxic effect of other metals, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9809,E98.09,T5694XA,T56.94XA,"Poisoning by other and unspecified solid and liquid substances, undetermined whether accidentally or purposely inflicted","Toxic effect of unspecified metal, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9809,E98.09,T578X4A,T57.8X4A,"Poisoning by other and unspecified solid and liquid substances, undetermined whether accidentally or purposely inflicted","Toxic effect of other specified inorganic substances, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9809,E98.09,T5794XA,T57.94XA,"Poisoning by other and unspecified solid and liquid substances, undetermined whether accidentally or purposely inflicted","Toxic effect of unspecified inorganic substance, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9809,E98.09,T6104XA,T61.04XA,"Poisoning by other and unspecified solid and liquid substances, undetermined whether accidentally or purposely inflicted","Ciguatera fish poisoning, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9809,E98.09,T6114XA,T61.14XA,"Poisoning by other and unspecified solid and liquid substances, undetermined whether accidentally or purposely inflicted","Scombroid fish poisoning, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9809,E98.09,T61774A,T61.774A,"Poisoning by other and unspecified solid and liquid substances, undetermined whether accidentally or purposely inflicted","Other fish poisoning, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9809,E98.09,T61784A,T61.784A,"Poisoning by other and unspecified solid and liquid substances, undetermined whether accidentally or purposely inflicted","Other shellfish poisoning, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9809,E98.09,T618X4A,T61.8X4A,"Poisoning by other and unspecified solid and liquid substances, undetermined whether accidentally or purposely inflicted","Toxic effect of other seafood, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9809,E98.09,T6194XA,T61.94XA,"Poisoning by other and unspecified solid and liquid substances, undetermined whether accidentally or purposely inflicted","Toxic effect of unspecified seafood, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9809,E98.09,T620X4A,T62.0X4A,"Poisoning by other and unspecified solid and liquid substances, undetermined whether accidentally or purposely inflicted","Toxic effect of ingested mushrooms, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9809,E98.09,T621X4A,T62.1X4A,"Poisoning by other and unspecified solid and liquid substances, undetermined whether accidentally or purposely inflicted","Toxic effect of ingested berries, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9809,E98.09,T622X4A,T62.2X4A,"Poisoning by other and unspecified solid and liquid substances, undetermined whether accidentally or purposely inflicted","Toxic effect of other ingested (parts of) plant(s), undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9809,E98.09,T628X4A,T62.8X4A,"Poisoning by other and unspecified solid and liquid substances, undetermined whether accidentally or purposely inflicted","Toxic effect of other specified noxious substances eaten as food, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9809,E98.09,T6294XA,T62.94XA,"Poisoning by other and unspecified solid and liquid substances, undetermined whether accidentally or purposely inflicted","Toxic effect of unspecified noxious substance eaten as food, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9809,E98.09,T63004A,T63.004A,"Poisoning by other and unspecified solid and liquid substances, undetermined whether accidentally or purposely inflicted","Toxic effect of unspecified snake venom, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9809,E98.09,T63014A,T63.014A,"Poisoning by other and unspecified solid and liquid substances, undetermined whether accidentally or purposely inflicted","Toxic effect of rattlesnake venom, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9809,E98.09,T63024A,T63.024A,"Poisoning by other and unspecified solid and liquid substances, undetermined whether accidentally or purposely inflicted","Toxic effect of coral snake venom, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9809,E98.09,T63034A,T63.034A,"Poisoning by other and unspecified solid and liquid substances, undetermined whether accidentally or purposely inflicted","Toxic effect of taipan venom, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9809,E98.09,T63044A,T63.044A,"Poisoning by other and unspecified solid and liquid substances, undetermined whether accidentally or purposely inflicted","Toxic effect of cobra venom, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9809,E98.09,T63064A,T63.064A,"Poisoning by other and unspecified solid and liquid substances, undetermined whether accidentally or purposely inflicted","Toxic effect of venom of other North and South American snake, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9809,E98.09,T63074A,T63.074A,"Poisoning by other and unspecified solid and liquid substances, undetermined whether accidentally or purposely inflicted","Toxic effect of venom of other Australian snake, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9809,E98.09,T63084A,T63.084A,"Poisoning by other and unspecified solid and liquid substances, undetermined whether accidentally or purposely inflicted","Toxic effect of venom of other African and Asian snake, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9809,E98.09,T63094A,T63.094A,"Poisoning by other and unspecified solid and liquid substances, undetermined whether accidentally or purposely inflicted","Toxic effect of venom of other snake, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9809,E98.09,T63114A,T63.114A,"Poisoning by other and unspecified solid and liquid substances, undetermined whether accidentally or purposely inflicted","Toxic effect of venom of gila monster, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9809,E98.09,T63124A,T63.124A,"Poisoning by other and unspecified solid and liquid substances, undetermined whether accidentally or purposely inflicted","Toxic effect of venom of other venomous lizard, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9809,E98.09,T63194A,T63.194A,"Poisoning by other and unspecified solid and liquid substances, undetermined whether accidentally or purposely inflicted","Toxic effect of venom of other reptiles, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9809,E98.09,T632X4A,T63.2X4A,"Poisoning by other and unspecified solid and liquid substances, undetermined whether accidentally or purposely inflicted","Toxic effect of venom of scorpion, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9809,E98.09,T63304A,T63.304A,"Poisoning by other and unspecified solid and liquid substances, undetermined whether accidentally or purposely inflicted","Toxic effect of unspecified spider venom, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9809,E98.09,T63314A,T63.314A,"Poisoning by other and unspecified solid and liquid substances, undetermined whether accidentally or purposely inflicted","Toxic effect of venom of black widow spider, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9809,E98.09,T63324A,T63.324A,"Poisoning by other and unspecified solid and liquid substances, undetermined whether accidentally or purposely inflicted","Toxic effect of venom of tarantula, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9809,E98.09,T63334A,T63.334A,"Poisoning by other and unspecified solid and liquid substances, undetermined whether accidentally or purposely inflicted","Toxic effect of venom of brown recluse spider, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9809,E98.09,T63394A,T63.394A,"Poisoning by other and unspecified solid and liquid substances, undetermined whether accidentally or purposely inflicted","Toxic effect of venom of other spider, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9809,E98.09,T63414A,T63.414A,"Poisoning by other and unspecified solid and liquid substances, undetermined whether accidentally or purposely inflicted","Toxic effect of venom of centipedes and venomous millipedes, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9809,E98.09,T63424A,T63.424A,"Poisoning by other and unspecified solid and liquid substances, undetermined whether accidentally or purposely inflicted","Toxic effect of venom of ants, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9809,E98.09,T63434A,T63.434A,"Poisoning by other and unspecified solid and liquid substances, undetermined whether accidentally or purposely inflicted","Toxic effect of venom of caterpillars, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9809,E98.09,T63444A,T63.444A,"Poisoning by other and unspecified solid and liquid substances, undetermined whether accidentally or purposely inflicted","Toxic effect of venom of bees, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9809,E98.09,T63454A,T63.454A,"Poisoning by other and unspecified solid and liquid substances, undetermined whether accidentally or purposely inflicted","Toxic effect of venom of hornets, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9809,E98.09,T63464A,T63.464A,"Poisoning by other and unspecified solid and liquid substances, undetermined whether accidentally or purposely inflicted","Toxic effect of venom of wasps, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9809,E98.09,T63484A,T63.484A,"Poisoning by other and unspecified solid and liquid substances, undetermined whether accidentally or purposely inflicted","Toxic effect of venom of other arthropod, undetermined, initial encounter",10,1
